order_id,order_date,product_name,category,quantity,unit_price_inr,region,payment_mode,source_company,line_total_inr
A-01073,2023-09-05,PureBite Atta 5kg,Staples,24,176.06,East Zone,Credit,Company A,4225.44
A-00334,2023-09-05,PureBite Atta 5kg,Staples,31,244.57,North Zone,Credit,Company A,7581.67
A-00481,2023-09-05,SoftCare Shampoo 200ml,Personal Care,43,502.83,North Zone,Card,Company A,21621.69
B-00744,2023-09-06,MunchBox Biscuits 200 GM,Snacks,35,662.34,South Zone,Cash,Company B,23181.9
A-00902,2023-09-06,FreshWash Dish Soap 500ml,Home Care,48,781.67,South Zone,Cash,Company A,37520.16
B-00745,2023-09-06,VITA Sunflower Oil 5 Litre,Edible Oils,31,479.74,South Zone,Cash,Company B,14871.94
A-00395,2023-09-06,FreshWash Detergent Powder 1kg,Home Care,34,64.98,West Zone,Credit,Company A,2209.32
A-00365,2023-09-06,CrunchTime Chips 150g,Snacks,8,69.37,East Zone,UPI,Company A,554.96
A-00096,2023-09-06,GoldTea Green Tea 100g,Beverages,42,761.89,West Zone,Card,Company A,31999.38
B-00011,2023-09-07,CleanPro Dishwash Liquid 500 ML,Home Care,10,449.03,South Zone,Credit,Company B,4490.3
A-00153,2023-09-07,FreshWash Detergent Powder 1kg,Home Care,1,845.47,South Zone,Credit,Company A,845.47
A-00466,2023-09-07,PureBite Atta 5kg,Staples,38,227.16,North Zone,Card,Company A,8632.08
B-00065,2023-09-07,CleanPro Laundry Powder 1 KG,Home Care,29,209.99,North Zone,Credit,Company B,6089.71
B-00431,2023-09-07,GlowUp Body Wash 250 ML,Personal Care,35,609.22,South Zone,Credit,Company B,21322.7
A-01391,2023-09-07,GoldTea Green Tea 100g,Beverages,32,204.41,South Zone,Credit,Company A,6541.12
A-01311,2023-09-07,SoftCare Body Wash 250ml,Personal Care,26,758.95,East Zone,Credit,Company A,19732.7
A-00266,2023-09-08,CrunchTime Biscuits 200g,Snacks,5,143.86,East Zone,Credit,Company A,719.3
A-01079,2023-09-08,Sunrich Cooking Oil 1L,Edible Oils,47,766.7,North Zone,Card,Company A,36034.9
A-00628,2023-09-08,Sunrich Cooking Oil 1L,Edible Oils,44,393.09,North Zone,Card,Company A,17295.96
B-00615,2023-09-08,Chai Bliss Tea 250 GM,Beverages,8,732.06,North Zone,UPI,Company B,5856.48
B-00981,2023-09-08,CleanPro Laundry Powder 1 KG,Home Care,30,207.5,West Zone,Credit,Company B,6225.0
B-00914,2023-09-09,VITA Sunflower Oil 5 Litre,Edible Oils,38,294.65,South Zone,UPI,Company B,11196.7
A-00650,2023-09-09,GoldTea Green Tea 100g,Beverages,27,699.26,South Zone,Card,Company A,18880.02
B-00834,2023-09-10,WholeGrain Atta 5 KG,Staples,13,965.29,North Zone,UPI,Company B,12548.77
A-00254,2023-09-10,FreshWash Detergent Powder 1kg,Home Care,18,399.71,South Zone,Cash,Company A,7194.78
B-00585,2023-09-10,MunchBox Chips 150 GM,Snacks,20,333.66,East Zone,Card,Company B,6673.2
A-01217,2023-09-10,GoldTea Green Tea 100g,Beverages,7,208.1,North Zone,Credit,Company A,1456.7
A-01053,2023-09-11,GoldTea Premium 250g,Beverages,44,846.82,East Zone,Cash,Company A,37260.08
B-00245,2023-09-11,CleanPro Laundry Powder 1 KG,Home Care,46,623.33,North Zone,Card,Company B,28673.18
B-00806,2023-09-11,GlowUp Body Wash 250 ML,Personal Care,17,559.42,South Zone,Cash,Company B,9510.14
B-01097,2023-09-12,Chai Bliss Green Tea 100 GM,Beverages,34,487.21,East Zone,Credit,Company B,16565.14
A-00553,2023-09-12,PureBite Rice 5kg,Staples,19,687.69,East Zone,UPI,Company A,13066.11
B-00120,2023-09-12,VITA Sunflower Oil 5 Litre,Edible Oils,14,935.41,North Zone,UPI,Company B,13095.74
B-00415,2023-09-13,GlowUp Shampoo 200 ML,Personal Care,25,964.46,North Zone,UPI,Company B,24111.5
B-00680,2023-09-13,MunchBox Biscuits 200 GM,Snacks,25,100.43,West Zone,Credit,Company B,2510.75
B-00169,2023-09-13,GlowUp Shampoo 200 ML,Personal Care,35,975.25,South Zone,Credit,Company B,34133.75
B-00396,2023-09-13,Chai Bliss Tea 250 GM,Beverages,21,382.63,North Zone,Credit,Company B,8035.23
A-00080,2023-09-13,GoldTea Premium 250g,Beverages,41,844.61,East Zone,Credit,Company A,34629.01
B-00541,2023-09-13,MunchBox Biscuits 200 GM,Snacks,27,551.95,East Zone,Card,Company B,14902.65
A-01096,2023-09-15,SoftCare Body Wash 250ml,Personal Care,10,642.55,North Zone,Cash,Company A,6425.5
A-00421,2023-09-15,SoftCare Shampoo 200ml,Personal Care,8,392.62,West Zone,Cash,Company A,3140.96
B-00894,2023-09-15,Chai Bliss Green Tea 100 GM,Beverages,28,194.22,North Zone,Cash,Company B,5438.16
A-00112,2023-09-15,SoftCare Body Wash 250ml,Personal Care,50,372.4,West Zone,Credit,Company A,18620.0
B-00676,2023-09-15,Chai Bliss Green Tea 100 GM,Beverages,39,947.86,North Zone,Cash,Company B,36966.54
B-00071,2023-09-16,Chai Bliss Tea 250 GM,Beverages,17,196.71,South Zone,Cash,Company B,3344.07
A-00020,2023-09-16,FreshWash Dish Soap 500ml,Home Care,40,363.56,East Zone,UPI,Company A,14542.4
A-00781,2023-09-16,FreshWash Detergent Powder 1kg,Home Care,45,304.03,North Zone,Cash,Company A,13681.35
B-00743,2023-09-16,WholeGrain Atta 5 KG,Staples,40,82.17,West Zone,Cash,Company B,3286.8
B-00230,2023-09-16,MunchBox Chips 150 GM,Snacks,15,355.24,West Zone,Cash,Company B,5328.6
B-00353,2023-09-17,MunchBox Biscuits 200 GM,Snacks,43,260.62,North Zone,Cash,Company B,11206.66
B-00949,2023-09-17,VITA Sunflower Oil 1 Litre,Edible Oils,25,540.33,South Zone,Credit,Company B,13508.25
B-00272,2023-09-17,VITA Sunflower Oil 1 Litre,Edible Oils,44,614.2,East Zone,Cash,Company B,27024.8
B-00273,2023-09-18,CleanPro Dishwash Liquid 500 ML,Home Care,26,65.57,West Zone,Cash,Company B,1704.82
A-01189,2023-09-18,PureBite Rice 5kg,Staples,50,664.6,West Zone,UPI,Company A,33230.0
B-00643,2023-09-18,MunchBox Chips 150 GM,Snacks,10,605.07,South Zone,Card,Company B,6050.7
A-00057,2023-09-19,Sunrich Cooking Oil 1L,Edible Oils,5,577.89,West Zone,Card,Company A,2889.45
A-00437,2023-09-19,GoldTea Premium 250g,Beverages,6,309.21,East Zone,Credit,Company A,1855.26
A-00588,2023-09-19,CrunchTime Chips 150g,Snacks,25,196.11,South Zone,Credit,Company A,4902.75
A-00646,2023-09-19,FreshWash Detergent Powder 1kg,Home Care,48,713.2,South Zone,Card,Company A,34233.6
A-01143,2023-09-19,SoftCare Shampoo 200ml,Personal Care,2,100.5,South Zone,Cash,Company A,201.0
A-01029,2023-09-19,SoftCare Shampoo 200ml,Personal Care,33,713.43,North Zone,Cash,Company A,23543.19
B-00371,2023-09-19,VITA Sunflower Oil 1 Litre,Edible Oils,20,634.12,East Zone,Cash,Company B,12682.4
A-00246,2023-09-20,PureBite Rice 5kg,Staples,15,188.03,East Zone,Cash,Company A,2820.45
A-01331,2023-09-20,Sunrich Cooking Oil 1L,Edible Oils,37,287.11,West Zone,Credit,Company A,10623.07
A-00969,2023-09-20,PureBite Rice 5kg,Staples,25,794.25,North Zone,UPI,Company A,19856.25
A-00428,2023-09-20,GoldTea Premium 250g,Beverages,27,410.63,East Zone,Card,Company A,11087.01
B-01080,2023-09-20,CleanPro Dishwash Liquid 500 ML,Home Care,20,561.91,South Zone,UPI,Company B,11238.2
B-01060,2023-09-21,WholeGrain Atta 5 KG,Staples,5,129.48,North Zone,UPI,Company B,647.4
B-00780,2023-09-21,MunchBox Chips 150 GM,Snacks,8,675.62,West Zone,UPI,Company B,5404.96
A-01148,2023-09-21,CrunchTime Chips 150g,Snacks,27,786.58,West Zone,UPI,Company A,21237.66
A-00181,2023-09-21,FreshWash Detergent Powder 1kg,Home Care,30,417.37,South Zone,Card,Company A,12521.1
B-00548,2023-09-22,WholeGrain Rice 5 KG,Staples,30,953.67,North Zone,UPI,Company B,28610.1
B-00737,2023-09-22,VITA Sunflower Oil 5 Litre,Edible Oils,34,218.29,East Zone,Credit,Company B,7421.86
B-00687,2023-09-22,Chai Bliss Green Tea 100 GM,Beverages,35,983.55,South Zone,Cash,Company B,34424.25
B-00444,2023-09-22,MunchBox Biscuits 200 GM,Snacks,43,612.54,West Zone,Cash,Company B,26339.22
B-01058,2023-09-22,CleanPro Dishwash Liquid 500 ML,Home Care,9,929.6,South Zone,UPI,Company B,8366.4
A-00681,2023-09-22,GoldTea Premium 250g,Beverages,14,95.93,East Zone,UPI,Company A,1343.02
B-00110,2023-09-23,GlowUp Body Wash 250 ML,Personal Care,37,188.41,East Zone,Cash,Company B,6971.17
A-00879,2023-09-23,GoldTea Green Tea 100g,Beverages,31,708.62,East Zone,Card,Company A,21967.22
B-00558,2023-09-23,CleanPro Laundry Powder 1 KG,Home Care,50,464.8,North Zone,UPI,Company B,23240.0
B-00188,2023-09-23,VITA Sunflower Oil 1 Litre,Edible Oils,30,512.94,North Zone,Cash,Company B,15388.2
A-01089,2023-09-24,PureBite Atta 5kg,Staples,36,165.61,West Zone,Cash,Company A,5961.96
B-00054,2023-09-24,WholeGrain Rice 5 KG,Staples,23,581.83,East Zone,Card,Company B,13382.09
A-00661,2023-09-24,CrunchTime Chips 150g,Snacks,39,526.16,North Zone,UPI,Company A,20520.24
B-00553,2023-09-24,CleanPro Laundry Powder 1 KG,Home Care,45,373.5,West Zone,Card,Company B,16807.5
A-01011,2023-09-24,SoftCare Shampoo 200ml,Personal Care,18,845.01,West Zone,Cash,Company A,15210.18
A-00687,2023-09-24,PureBite Atta 5kg,Staples,12,760.97,East Zone,Card,Company A,9131.64
B-00434,2023-09-25,VITA Sunflower Oil 5 Litre,Edible Oils,24,604.24,West Zone,Credit,Company B,14501.76
A-01375,2023-09-25,CrunchTime Biscuits 200g,Snacks,34,889.31,West Zone,Card,Company A,30236.54
A-00317,2023-09-25,SoftCare Body Wash 250ml,Personal Care,44,152.61,West Zone,UPI,Company A,6714.84
A-00888,2023-09-26,PureBite Rice 5kg,Staples,3,335.43,South Zone,Credit,Company A,1006.29
A-01137,2023-09-26,CrunchTime Chips 150g,Snacks,47,862.0,South Zone,Card,Company A,40514.0
B-00402,2023-09-26,Chai Bliss Green Tea 100 GM,Beverages,39,722.93,North Zone,Card,Company B,28194.27
A-01409,2023-09-26,CrunchTime Chips 150g,Snacks,38,378.85,East Zone,Credit,Company A,14396.3
A-00924,2023-09-26,SoftCare Body Wash 250ml,Personal Care,47,174.18,West Zone,Card,Company A,8186.46
B-00356,2023-09-26,GlowUp Shampoo 200 ML,Personal Care,4,428.28,West Zone,Credit,Company B,1713.12
B-00840,2023-09-27,VITA Sunflower Oil 1 Litre,Edible Oils,50,598.43,North Zone,Cash,Company B,29921.5
A-00988,2023-09-27,CrunchTime Chips 150g,Snacks,13,506.01,South Zone,Cash,Company A,6578.13
A-00161,2023-09-27,GoldTea Green Tea 100g,Beverages,48,835.65,North Zone,UPI,Company A,40111.2
A-01282,2023-09-27,SoftCare Shampoo 200ml,Personal Care,47,469.05,West Zone,UPI,Company A,22045.35
A-00154,2023-09-28,PureBite Atta 5kg,Staples,18,385.68,North Zone,Cash,Company A,6942.24
B-00528,2023-09-28,Chai Bliss Green Tea 100 GM,Beverages,40,290.5,West Zone,Cash,Company B,11620.0
A-00602,2023-09-28,GoldTea Green Tea 100g,Beverages,4,837.41,South Zone,UPI,Company A,3349.64
A-00340,2023-09-28,Sunrich Cooking Oil 5L,Edible Oils,48,656.74,North Zone,Credit,Company A,31523.52
A-01132,2023-09-28,Sunrich Cooking Oil 1L,Edible Oils,11,206.46,North Zone,Cash,Company A,2271.06
A-00520,2023-09-28,PureBite Atta 5kg,Staples,47,682.74,East Zone,Card,Company A,32088.78
B-00210,2023-09-28,VITA Sunflower Oil 5 Litre,Edible Oils,18,97.11,West Zone,Credit,Company B,1747.98
A-00147,2023-09-29,SoftCare Shampoo 200ml,Personal Care,48,726.0,West Zone,UPI,Company A,34848.0
B-00879,2023-09-29,GlowUp Body Wash 250 ML,Personal Care,25,596.77,North Zone,Card,Company B,14919.25
A-00518,2023-09-29,PureBite Rice 5kg,Staples,48,209.19,South Zone,UPI,Company A,10041.12
B-00712,2023-09-29,CleanPro Laundry Powder 1 KG,Home Care,48,324.53,West Zone,UPI,Company B,15577.44
A-00593,2023-09-30,FreshWash Dish Soap 500ml,Home Care,41,224.85,North Zone,Cash,Company A,9218.85
B-00460,2023-09-30,CleanPro Dishwash Liquid 500 ML,Home Care,29,243.19,North Zone,Card,Company B,7052.51
A-01075,2023-09-30,CrunchTime Biscuits 200g,Snacks,5,696.79,West Zone,Credit,Company A,3483.95
B-01141,2023-09-30,MunchBox Chips 150 GM,Snacks,10,329.51,East Zone,Card,Company B,3295.1
A-01153,2023-09-30,Sunrich Cooking Oil 5L,Edible Oils,29,613.76,South Zone,UPI,Company A,17799.04
A-00303,2023-09-30,FreshWash Dish Soap 500ml,Home Care,12,468.16,South Zone,Card,Company A,5617.92
B-00291,2023-09-30,VITA Sunflower Oil 1 Litre,Edible Oils,21,773.56,North Zone,Card,Company B,16244.76
B-00199,2023-10-01,VITA Sunflower Oil 1 Litre,Edible Oils,6,231.57,North Zone,Cash,Company B,1389.42
B-00711,2023-10-01,Chai Bliss Tea 250 GM,Beverages,15,439.9,North Zone,Credit,Company B,6598.5
A-00817,2023-10-01,GoldTea Green Tea 100g,Beverages,19,300.26,South Zone,Credit,Company A,5704.94
A-00400,2023-10-01,CrunchTime Chips 150g,Snacks,11,450.54,South Zone,UPI,Company A,4955.94
A-01369,2023-10-01,PureBite Atta 5kg,Staples,6,160.39,West Zone,Cash,Company A,962.34
B-00255,2023-10-01,CleanPro Dishwash Liquid 500 ML,Home Care,37,605.9,South Zone,Card,Company B,22418.3
B-00738,2023-10-01,CleanPro Dishwash Liquid 500 ML,Home Care,16,938.73,West Zone,Cash,Company B,15019.68
A-01138,2023-10-01,Sunrich Cooking Oil 1L,Edible Oils,10,583.37,Unknown,UPI,Company A,5833.7
A-00182,2023-10-01,PureBite Rice 5kg,Staples,16,476.62,East Zone,Card,Company A,7625.92
B-00713,2023-10-01,WholeGrain Rice 5 KG,Staples,25,795.14,North Zone,UPI,Company B,19878.5
A-00692,2023-10-02,SoftCare Body Wash 250ml,Personal Care,31,464.12,East Zone,Cash,Company A,14387.72
B-00326,2023-10-02,MunchBox Chips 150 GM,Snacks,45,572.7,East Zone,UPI,Company B,25771.5
A-01019,2023-10-02,SoftCare Body Wash 250ml,Personal Care,28,395.14,East Zone,Credit,Company A,11063.92
B-00824,2023-10-02,WholeGrain Atta 5 KG,Staples,11,451.52,East Zone,Card,Company B,4966.72
A-00051,2023-10-02,CrunchTime Biscuits 200g,Snacks,27,836.94,South Zone,Cash,Company A,22597.38
B-00926,2023-10-03,Chai Bliss Green Tea 100 GM,Beverages,6,651.55,East Zone,UPI,Company B,3909.3
B-00621,2023-10-03,Chai Bliss Tea 250 GM,Beverages,28,698.86,South Zone,Cash,Company B,19568.08
A-00285,2023-10-04,GoldTea Green Tea 100g,Beverages,36,319.91,East Zone,Card,Company A,11516.76
B-00097,2023-10-04,Chai Bliss Tea 250 GM,Beverages,29,347.77,North Zone,Card,Company B,10085.33
A-01068,2023-10-05,GoldTea Green Tea 100g,Beverages,43,365.86,West Zone,Cash,Company A,15731.98
B-00270,2023-10-05,MunchBox Chips 150 GM,Snacks,13,761.94,West Zone,Card,Company B,9905.22
A-01125,2023-10-06,CrunchTime Biscuits 200g,Snacks,10,76.11,East Zone,Card,Company A,761.1
A-01497,2023-10-06,Sunrich Cooking Oil 5L,Edible Oils,19,529.52,East Zone,UPI,Company A,10060.88
A-00214,2023-10-06,SoftCare Body Wash 250ml,Personal Care,26,327.0,East Zone,Card,Company A,8502.0
A-00739,2023-10-06,GoldTea Green Tea 100g,Beverages,33,142.63,West Zone,Credit,Company A,4706.79
B-00086,2023-10-06,GlowUp Shampoo 200 ML,Personal Care,23,888.1,West Zone,Credit,Company B,20426.3
B-01181,2023-10-06,GlowUp Body Wash 250 ML,Personal Care,14,853.24,North Zone,Credit,Company B,11945.36
B-01076,2023-10-07,WholeGrain Rice 5 KG,Staples,7,561.91,East Zone,UPI,Company B,3933.37
B-01104,2023-10-07,WholeGrain Rice 5 KG,Staples,20,47.31,North Zone,Cash,Company B,946.2
B-00239,2023-10-07,CleanPro Dishwash Liquid 500 ML,Home Care,7,324.53,West Zone,Credit,Company B,2271.71
B-00136,2023-10-07,CleanPro Laundry Powder 1 KG,Home Care,15,226.59,North Zone,Cash,Company B,3398.85
B-00421,2023-10-07,VITA Sunflower Oil 1 Litre,Edible Oils,5,383.46,West Zone,Card,Company B,1917.3
A-00281,2023-10-08,GoldTea Premium 250g,Beverages,27,536.52,South Zone,Cash,Company A,14486.04
A-00945,2023-10-08,GoldTea Green Tea 100g,Beverages,4,165.09,North Zone,UPI,Company A,660.36
B-00503,2023-10-08,WholeGrain Atta 5 KG,Staples,15,73.87,East Zone,Cash,Company B,1108.05
B-01096,2023-10-08,VITA Sunflower Oil 5 Litre,Edible Oils,38,193.39,South Zone,Card,Company B,7348.82
B-00006,2023-10-08,MunchBox Chips 150 GM,Snacks,47,707.99,West Zone,Cash,Company B,33275.53
B-00399,2023-10-08,VITA Sunflower Oil 1 Litre,Edible Oils,2,991.85,North Zone,UPI,Company B,1983.7
A-00514,2023-10-08,SoftCare Shampoo 200ml,Personal Care,24,94.23,North Zone,Cash,Company A,2261.52
A-00541,2023-10-08,FreshWash Dish Soap 500ml,Home Care,7,117.21,East Zone,UPI,Company A,820.47
A-00824,2023-10-08,PureBite Rice 5kg,Staples,42,263.78,West Zone,Credit,Company A,11078.76
A-00185,2023-10-08,GoldTea Premium 250g,Beverages,47,295.77,South Zone,Cash,Company A,13901.19
A-00677,2023-10-09,CrunchTime Chips 150g,Snacks,35,460.32,North Zone,Credit,Company A,16111.2
B-00041,2023-10-09,Chai Bliss Green Tea 100 GM,Beverages,9,756.13,South Zone,Credit,Company B,6805.17
A-00806,2023-10-09,SoftCare Body Wash 250ml,Personal Care,38,319.79,North Zone,Cash,Company A,12152.02
B-00035,2023-10-09,CleanPro Dishwash Liquid 500 ML,Home Care,37,985.21,West Zone,Cash,Company B,36452.77
A-00079,2023-10-09,Sunrich Cooking Oil 5L,Edible Oils,24,835.86,North Zone,UPI,Company A,20060.64
B-00658,2023-10-10,CleanPro Laundry Powder 1 KG,Home Care,11,171.81,West Zone,Card,Company B,1889.91
B-01055,2023-10-10,WholeGrain Rice 5 KG,Staples,30,961.14,North Zone,UPI,Company B,28834.2
B-00455,2023-10-10,CleanPro Dishwash Liquid 500 ML,Home Care,11,296.31,East Zone,Cash,Company B,3259.41
B-00309,2023-10-11,MunchBox Chips 150 GM,Snacks,32,612.54,East Zone,UPI,Company B,19601.28
A-00653,2023-10-11,CrunchTime Chips 150g,Snacks,32,446.84,West Zone,Card,Company A,14298.88
A-01087,2023-10-11,SoftCare Body Wash 250ml,Personal Care,36,435.74,West Zone,Card,Company A,15686.64
A-00288,2023-10-11,FreshWash Detergent Powder 1kg,Home Care,44,214.14,North Zone,Credit,Company A,9422.16
B-00731,2023-10-12,Chai Bliss Green Tea 100 GM,Beverages,10,864.03,East Zone,UPI,Company B,8640.3
A-00145,2023-10-12,SoftCare Shampoo 200ml,Personal Care,11,587.45,East Zone,Credit,Company A,6461.95
B-01007,2023-10-12,MunchBox Biscuits 200 GM,Snacks,3,649.89,North Zone,Cash,Company B,1949.67
A-01129,2023-10-12,PureBite Rice 5kg,Staples,2,697.78,North Zone,Credit,Company A,1395.56
A-00682,2023-10-12,CrunchTime Biscuits 200g,Snacks,34,407.01,West Zone,UPI,Company A,13838.34
B-00935,2023-10-13,CleanPro Laundry Powder 1 KG,Home Care,49,546.97,North Zone,Card,Company B,26801.53
B-00024,2023-10-13,MunchBox Biscuits 200 GM,Snacks,27,210.82,North Zone,Card,Company B,5692.14
A-00014,2023-10-13,FreshWash Detergent Powder 1kg,Home Care,28,783.03,West Zone,UPI,Company A,21924.84
B-00480,2023-10-13,VITA Sunflower Oil 1 Litre,Edible Oils,15,408.36,South Zone,UPI,Company B,6125.4
B-00114,2023-10-13,GlowUp Shampoo 200 ML,Personal Care,38,663.17,East Zone,Credit,Company B,25200.46
B-00473,2023-10-14,MunchBox Chips 150 GM,Snacks,36,737.04,East Zone,Cash,Company B,26533.44
B-00485,2023-10-14,Chai Bliss Tea 250 GM,Beverages,40,76.36,West Zone,UPI,Company B,3054.4
A-01422,2023-10-14,SoftCare Body Wash 250ml,Personal Care,19,867.69,West Zone,UPI,Company A,16486.11
A-01360,2023-10-15,FreshWash Dish Soap 500ml,Home Care,14,755.86,East Zone,Credit,Company A,10582.04
B-00362,2023-10-15,GlowUp Shampoo 200 ML,Personal Care,8,399.23,East Zone,Card,Company B,3193.84
B-00047,2023-10-15,WholeGrain Rice 5 KG,Staples,3,344.45,North Zone,UPI,Company B,1033.35
B-01087,2023-10-15,VITA Sunflower Oil 1 Litre,Edible Oils,10,932.09,East Zone,Credit,Company B,9320.9
A-01102,2023-10-15,SoftCare Body Wash 250ml,Personal Care,18,214.05,West Zone,UPI,Company A,3852.9
A-00083,2023-10-16,FreshWash Detergent Powder 1kg,Home Care,31,396.79,East Zone,UPI,Company A,12300.49
B-01198,2023-10-16,CleanPro Laundry Powder 1 KG,Home Care,13,237.38,East Zone,UPI,Company B,3085.94
B-00355,2023-10-16,VITA Sunflower Oil 1 Litre,Edible Oils,35,316.23,East Zone,Cash,Company B,11068.05
A-00854,2023-10-16,SoftCare Shampoo 200ml,Personal Care,5,291.93,East Zone,Cash,Company A,1459.65
B-01029,2023-10-16,Chai Bliss Tea 250 GM,Beverages,20,624.16,South Zone,Cash,Company B,12483.2
A-00058,2023-10-16,SoftCare Shampoo 200ml,Personal Care,33,616.67,South Zone,UPI,Company A,20350.11
B-00624,2023-10-16,GlowUp Body Wash 250 ML,Personal Care,36,64.74,North Zone,Cash,Company B,2330.64
A-00383,2023-10-17,SoftCare Shampoo 200ml,Personal Care,29,212.3,North Zone,Card,Company A,6156.7
B-01028,2023-10-18,Chai Bliss Green Tea 100 GM,Beverages,21,605.9,North Zone,UPI,Company B,12723.9
A-00752,2023-10-18,CrunchTime Chips 150g,Snacks,36,524.48,North Zone,UPI,Company A,18881.28
A-00462,2023-10-18,GoldTea Premium 250g,Beverages,24,856.48,West Zone,Card,Company A,20555.52
B-00510,2023-10-18,MunchBox Chips 150 GM,Snacks,37,607.56,South Zone,Cash,Company B,22479.72
B-00148,2023-10-18,GlowUp Body Wash 250 ML,Personal Care,16,943.71,South Zone,Credit,Company B,15099.36
A-01257,2023-10-18,CrunchTime Chips 150g,Snacks,37,69.03,North Zone,Card,Company A,2554.11
A-00695,2023-10-19,FreshWash Dish Soap 500ml,Home Care,30,146.63,West Zone,UPI,Company A,4398.9
B-00161,2023-10-19,VITA Sunflower Oil 1 Litre,Edible Oils,41,932.92,West Zone,Cash,Company B,38249.72
A-01147,2023-10-20,GoldTea Green Tea 100g,Beverages,30,92.65,East Zone,Credit,Company A,2779.5
B-00909,2023-10-20,GlowUp Body Wash 250 ML,Personal Care,48,122.84,West Zone,Cash,Company B,5896.32
A-00882,2023-10-20,CrunchTime Chips 150g,Snacks,10,188.74,North Zone,UPI,Company A,1887.4
B-00390,2023-10-21,CleanPro Dishwash Liquid 500 ML,Home Care,30,413.34,West Zone,Credit,Company B,12400.2
A-00766,2023-10-21,CrunchTime Biscuits 200g,Snacks,1,737.2,South Zone,UPI,Company A,737.2
A-01136,2023-10-21,GoldTea Green Tea 100g,Beverages,6,349.69,East Zone,Card,Company A,2098.14
B-00037,2023-10-21,GlowUp Body Wash 250 ML,Personal Care,13,850.75,West Zone,Credit,Company B,11059.75
A-00082,2023-10-21,SoftCare Body Wash 250ml,Personal Care,40,687.29,West Zone,Cash,Company A,27491.6
A-00717,2023-10-22,Sunrich Cooking Oil 5L,Edible Oils,13,390.84,East Zone,UPI,Company A,5080.92
A-00291,2023-10-22,SoftCare Shampoo 200ml,Personal Care,29,635.67,East Zone,UPI,Company A,18434.43
A-01307,2023-10-22,PureBite Atta 5kg,Staples,8,182.14,West Zone,Credit,Company A,1457.12
A-01264,2023-10-23,FreshWash Dish Soap 500ml,Home Care,24,733.74,East Zone,UPI,Company A,17609.76
B-00388,2023-10-23,GlowUp Body Wash 250 ML,Personal Care,1,758.62,South Zone,UPI,Company B,758.62
A-00504,2023-10-23,PureBite Rice 5kg,Staples,34,395.73,South Zone,Card,Company A,13454.82
B-00417,2023-10-24,Chai Bliss Tea 250 GM,Beverages,3,495.51,East Zone,Cash,Company B,1486.53
A-00300,2023-10-24,SoftCare Shampoo 200ml,Personal Care,41,174.5,South Zone,Card,Company A,7154.5
A-00758,2023-10-25,PureBite Atta 5kg,Staples,33,787.9,South Zone,Credit,Company A,26000.7
B-00409,2023-10-25,GlowUp Body Wash 250 ML,Personal Care,32,97.11,South Zone,UPI,Company B,3107.52
B-00342,2023-10-25,GlowUp Shampoo 200 ML,Personal Care,14,366.03,West Zone,Credit,Company B,5124.42
A-00491,2023-10-26,GoldTea Premium 250g,Beverages,41,695.71,North Zone,Credit,Company A,28524.11
A-00720,2023-10-26,SoftCare Body Wash 250ml,Personal Care,37,735.54,North Zone,Credit,Company A,27214.98
A-01408,2023-10-26,SoftCare Body Wash 250ml,Personal Care,38,822.27,East Zone,Credit,Company A,31246.26
B-01030,2023-10-26,MunchBox Biscuits 200 GM,Snacks,6,422.47,West Zone,UPI,Company B,2534.82
B-00777,2023-10-26,CleanPro Dishwash Liquid 500 ML,Home Care,13,922.13,South Zone,Cash,Company B,11987.69
B-00960,2023-10-26,MunchBox Chips 150 GM,Snacks,33,590.96,West Zone,Credit,Company B,19501.68
B-00242,2023-10-27,VITA Sunflower Oil 1 Litre,Edible Oils,46,941.22,West Zone,UPI,Company B,43296.12
A-00596,2023-10-27,SoftCare Shampoo 200ml,Personal Care,24,140.74,South Zone,Card,Company A,3377.76
B-00057,2023-10-27,MunchBox Biscuits 200 GM,Snacks,8,576.85,West Zone,UPI,Company B,4614.8
A-00033,2023-10-27,FreshWash Dish Soap 500ml,Home Care,2,256.58,South Zone,UPI,Company A,513.16
A-01174,2023-10-28,FreshWash Dish Soap 500ml,Home Care,49,656.07,East Zone,Card,Company A,32147.43
B-00642,2023-10-28,Chai Bliss Green Tea 100 GM,Beverages,5,674.79,East Zone,Credit,Company B,3373.95
A-00730,2023-10-28,CrunchTime Biscuits 200g,Snacks,25,507.88,West Zone,Cash,Company A,12697.0
B-00218,2023-10-28,WholeGrain Atta 5 KG,Staples,7,746.17,South Zone,Cash,Company B,5223.19
B-01133,2023-10-28,MunchBox Biscuits 200 GM,Snacks,49,782.69,South Zone,Cash,Company B,38351.81
A-00121,2023-10-28,SoftCare Body Wash 250ml,Personal Care,24,74.71,South Zone,Cash,Company A,1793.04
A-00226,2023-10-28,FreshWash Detergent Powder 1kg,Home Care,47,693.04,West Zone,Credit,Company A,32572.88
A-00258,2023-10-28,FreshWash Detergent Powder 1kg,Home Care,4,755.8,South Zone,Cash,Company A,3023.2
B-00229,2023-10-29,GlowUp Shampoo 200 ML,Personal Care,35,229.91,West Zone,UPI,Company B,8046.85
B-01098,2023-10-29,MunchBox Chips 150 GM,Snacks,5,294.65,West Zone,Card,Company B,1473.25
B-01072,2023-10-29,Chai Bliss Tea 250 GM,Beverages,16,952.84,East Zone,Cash,Company B,15245.44
