order_id,order_date,product_name,category,quantity,unit_price_inr,region,payment_mode
A-00602,2023-09-28,GoldTea Green Tea 100g,Beverages,4,837.41,South Zone,UPI
A-00603,2023-12-03,PureBite Rice 5kg,Staples,17,153.32,East Zone,Credit
A-00604,2024-03-08,CrunchTime Biscuits 200g,Snacks,4,686.09,West Zone,UPI
A-00605,2023-06-05,Sunrich Cooking Oil 5L,Edible Oils,31,121.02,South Zone,Credit
A-00606,2024-04-28,FreshWash Dish Soap 500ml,Home Care,40,120.26,West Zone,Card
A-00607,2024-04-13,FreshWash Dish Soap 500ml,Home Care,7,762.35,South Zone,UPI
A-00608,2023-08-23,GoldTea Green Tea 100g,Beverages,47,89.09,North Zone,Card
A-00609,2023-07-16,PureBite Rice 5kg,Staples,45,430.65,South Zone,Card
A-00610,2023-08-20,GoldTea Premium 250g,Beverages,9,175.32,West Zone,UPI
A-00611,2024-06-19,PureBite Rice 5kg,Staples,20,381.01,East Zone,Cash
A-00612,2023-08-31,GoldTea Premium 250g,Beverages,4,319.53,South Zone,Card
A-00613,2023-05-03,SoftCare Body Wash 250ml,Personal Care,2,210.03,East Zone,Credit
A-00614,2024-02-01,Sunrich Cooking Oil 5L,Edible Oils,43,100.25,West Zone,Credit
A-00615,2024-05-03,CrunchTime Biscuits 200g,Snacks,15,426.68,West Zone,UPI
A-00616,2023-04-18,PureBite Rice 5kg,Staples,21,572.12,West Zone,Cash
A-00617,2024-04-22,Sunrich Cooking Oil 1L,Edible Oils,36,150.9,North Zone,UPI
A-00618,2024-06-16,PureBite Atta 5kg,Staples,50,333.09,North Zone,Card
A-00619,2023-05-19,PureBite Rice 5kg,Staples,4,67.42,North Zone,Cash
A-00620,2023-06-27,CrunchTime Chips 150g,Snacks,27,185.44,West Zone,Credit
A-00621,2023-04-30,FreshWash Dish Soap 500ml,Home Care,30,875.7,North Zone,UPI
A-00622,2023-07-09,PureBite Rice 5kg,Staples,25,446.58,East Zone,Credit
A-00623,2024-05-17,FreshWash Detergent Powder 1kg,Home Care,48,206.55,North Zone,UPI
A-00624,2023-06-02,CrunchTime Biscuits 200g,Snacks,31,740.16,East Zone,UPI
A-00625,2024-03-04,GoldTea Green Tea 100g,Beverages,44,201.27,North Zone,Cash
A-00626,2023-02-10,Sunrich Cooking Oil 1L,Edible Oils,49,258.73,North Zone,UPI
A-00627,2023-12-28,GoldTea Premium 250g,Beverages,24,299.35,West Zone,Credit
A-00628,2023-09-08,Sunrich Cooking Oil 1L,Edible Oils,44,393.09,North Zone,Card
A-00629,2024-01-25,GoldTea Premium 250g,Beverages,33,604.1,West Zone,UPI
A-00630,2023-12-20,GoldTea Green Tea 100g,Beverages,43,745.72,South Zone,UPI
A-00631,2023-02-19,PureBite Rice 5kg,Staples,44,506.63,West Zone,UPI
A-00632,2024-01-05,PureBite Rice 5kg,Staples,14,667.32,South Zone,Cash
A-00633,2023-03-14,Sunrich Cooking Oil 1L,Edible Oils,2,235.3,North Zone,Credit
A-00634,2024-05-03,SoftCare Body Wash 250ml,Personal Care,41,385.59,West Zone,UPI
A-00635,2023-12-20,CrunchTime Chips 150g,Snacks,31,313.93,East Zone,UPI
A-00636,2024-04-01,CrunchTime Chips 150g,Snacks,34,98.86,West Zone,Cash
A-00637,2024-01-07,FreshWash Dish Soap 500ml,Home Care,14,351.63,North Zone,Cash
A-00638,2023-04-05,Sunrich Cooking Oil 1L,Edible Oils,46,152.65,South Zone,UPI
A-00639,2023-03-01,GoldTea Green Tea 100g,Beverages,7,231.2,South Zone,UPI
A-00640,2023-03-20,SoftCare Shampoo 200ml,Personal Care,11,367.31,West Zone,Card
A-00641,2024-05-18,CrunchTime Biscuits 200g,Snacks,47,876.34,North Zone,Card
A-00642,2023-04-26,CrunchTime Biscuits 200g,Snacks,11,197.67,East Zone,Cash
A-00643,2023-08-09,Sunrich Cooking Oil 1L,Edible Oils,33,772.0,West Zone,Card
A-00644,2024-03-10,PureBite Atta 5kg,Staples,29,730.93,South Zone,UPI
A-00645,2023-02-25,FreshWash Dish Soap 500ml,Home Care,33,580.49,North Zone,Cash
A-00646,2023-09-19,FreshWash Detergent Powder 1kg,Home Care,48,713.2,South Zone,Card
A-00647,2023-04-23,FreshWash Dish Soap 500ml,Home Care,38,660.52,West Zone,Card
A-00648,2023-01-02,CrunchTime Biscuits 200g,Snacks,4,460.02,West Zone,Cash
A-00649,2023-11-24,CrunchTime Biscuits 200g,Snacks,44,396.94,West Zone,Card
A-00650,2023-09-09,GoldTea Green Tea 100g,Beverages,27,699.26,South Zone,Card
A-00651,2023-06-15,CrunchTime Chips 150g,Snacks,28,300.74,South Zone,Credit
A-00652,2023-07-08,GoldTea Green Tea 100g,Beverages,8,473.92,West Zone,Credit
A-00653,2023-10-11,CrunchTime Chips 150g,Snacks,32,446.84,West Zone,Card
A-00654,2023-12-27,CrunchTime Biscuits 200g,Snacks,11,240.31,West Zone,Cash
A-00655,2024-02-06,SoftCare Shampoo 200ml,Personal Care,22,342.71,South Zone,Credit
A-00656,2024-05-03,Sunrich Cooking Oil 1L,Edible Oils,3,770.57,East Zone,Credit
A-00657,2023-01-05,FreshWash Detergent Powder 1kg,Home Care,36,601.06,South Zone,UPI
A-00658,2023-08-13,GoldTea Green Tea 100g,Beverages,38,531.43,East Zone,Card
A-00659,2023-01-28,FreshWash Detergent Powder 1kg,Home Care,19,139.26,East Zone,Credit
A-00660,2024-06-28,CrunchTime Biscuits 200g,Snacks,2,340.86,East Zone,Credit
A-00661,2023-09-24,CrunchTime Chips 150g,Snacks,39,526.16,North Zone,UPI
A-00662,2023-12-07,PureBite Atta 5kg,Staples,35,50.32,East Zone,Credit
A-00663,2023-03-02,Sunrich Cooking Oil 1L,Edible Oils,5,206.11,South Zone,Card
A-00664,2023-04-20,SoftCare Shampoo 200ml,Personal Care,17,144.92,South Zone,Cash
A-00665,2024-01-31,FreshWash Dish Soap 500ml,Home Care,3,683.32,West Zone,Cash
A-00666,2023-11-05,FreshWash Detergent Powder 1kg,Home Care,39,148.63,North Zone,Cash
A-00667,2023-06-22,Sunrich Cooking Oil 1L,Edible Oils,21,649.13,North Zone,Credit
A-00668,2023-07-22,CrunchTime Chips 150g,Snacks,23,618.34,East Zone,Cash
A-00669,2023-08-27,SoftCare Shampoo 200ml,Personal Care,27,257.85,West Zone,Cash
A-00670,2023-06-05,FreshWash Detergent Powder 1kg,Home Care,11,194.71,East Zone,Cash
A-00671,2023-01-15,Sunrich Cooking Oil 1L,Edible Oils,29,510.7,West Zone,Credit
A-00672,2023-06-01,GoldTea Green Tea 100g,Beverages,43,380.5,North Zone,Card
A-00673,2024-05-27,FreshWash Detergent Powder 1kg,Home Care,45,595.68,North Zone,UPI
A-00674,2024-02-23,CrunchTime Chips 150g,Snacks,25,666.41,East Zone,Credit
A-00675,2024-01-21,CrunchTime Chips 150g,Snacks,11,312.06,South Zone,UPI
A-00676,2023-12-01,PureBite Atta 5kg,Staples,40,746.27,East Zone,UPI
A-00677,2023-10-09,CrunchTime Chips 150g,Snacks,35,460.32,North Zone,Credit
A-00678,2024-02-29,FreshWash Detergent Powder 1kg,Home Care,,694.5,East Zone,Credit
A-00679,2024-01-21,CrunchTime Chips 150g,Snacks,50,154.9,East Zone,Cash
A-00680,2024-04-04,PureBite Rice 5kg,Staples,17,109.97,East Zone,Cash
A-00681,2023-09-22,GoldTea Premium 250g,Beverages,14,95.93,East Zone,UPI
A-00682,2023-10-12,CrunchTime Biscuits 200g,Snacks,34,407.01,West Zone,UPI
A-00683,2023-05-29,SoftCare Body Wash 250ml,Personal Care,8,79.84,East Zone,Cash
A-00684,2023-12-27,PureBite Rice 5kg,Staples,48,846.32,West Zone,Card
A-00685,2023-03-25,SoftCare Body Wash 250ml,Personal Care,31,61.99,North Zone,Card
A-00686,2023-12-18,PureBite Rice 5kg,Staples,6,667.06,South Zone,Card
A-00687,2023-09-24,PureBite Atta 5kg,Staples,12,760.97,East Zone,Card
A-00688,2023-03-04,SoftCare Body Wash 250ml,Personal Care,15,255.16,South Zone,Card
A-00689,2024-03-30,Sunrich Cooking Oil 5L,Edible Oils,41,369.49,South Zone,Cash
A-00690,2024-01-28,GoldTea Green Tea 100g,Beverages,44,91.99,South Zone,Credit
A-00691,2023-05-03,FreshWash Dish Soap 500ml,Home Care,17,178.03,East Zone,Credit
A-00692,2023-10-02,SoftCare Body Wash 250ml,Personal Care,31,464.12,East Zone,Cash
A-00693,2023-04-08,CrunchTime Chips 150g,Snacks,22,179.43,East Zone,Credit
A-00694,2023-12-05,FreshWash Detergent Powder 1kg,Home Care,32,540.77,West Zone,Card
A-00695,2023-10-19,FreshWash Dish Soap 500ml,Home Care,30,146.63,West Zone,UPI
A-00696,2023-07-22,PureBite Atta 5kg,Staples,45,351.6,South Zone,UPI
A-00697,2023-03-07,GoldTea Premium 250g,Beverages,46,250.03,West Zone,Cash
A-00698,2023-08-31,CrunchTime Biscuits 200g,Snacks,33,609.82,North Zone,UPI
A-00699,2023-01-02,PureBite Atta 5kg,Staples,38,653.35,East Zone,Cash
A-00700,2023-01-10,GoldTea Premium 250g,Beverages,21,809.88,West Zone,UPI
A-00701,2023-07-03,FreshWash Detergent Powder 1kg,Home Care,1,532.86,South Zone,Cash
A-00702,2023-11-28,CrunchTime Chips 150g,Snacks,48,483.38,West Zone,Credit
A-00703,2023-04-24,CrunchTime Chips 150g,Snacks,45,883.85,East Zone,Card
A-00704,2024-03-13,Sunrich Cooking Oil 1L,Edible Oils,2,894.79,West Zone,Card
A-00705,2024-01-14,FreshWash Detergent Powder 1kg,Home Care,23,830.44,East Zone,Card
A-00706,2023-05-08,Sunrich Cooking Oil 5L,Edible Oils,38,725.29,South Zone,UPI
A-00707,2023-01-16,CrunchTime Biscuits 200g,Snacks,32,394.92,North Zone,Card
A-00708,2024-01-01,Sunrich Cooking Oil 1L,Edible Oils,16,810.0,South Zone,Cash
A-00709,2023-02-12,SoftCare Shampoo 200ml,Personal Care,22,449.68,South Zone,Cash
A-00710,2023-07-22,Sunrich Cooking Oil 1L,Edible Oils,39,835.61,North Zone,UPI
A-00711,2024-03-09,Sunrich Cooking Oil 5L,Edible Oils,22,597.99,East Zone,Cash
A-00712,2023-11-09,FreshWash Dish Soap 500ml,Home Care,44,173.04,West Zone,UPI
A-00713,2023-02-16,CrunchTime Biscuits 200g,Snacks,28,838.4,West Zone,Cash
A-00714,2023-03-01,PureBite Rice 5kg,Staples,11,744.12,East Zone,Cash
A-00715,2024-06-06,PureBite Rice 5kg,Staples,48,656.43,West Zone,Card
A-00716,2023-09-03,GoldTea Premium 250g,Beverages,43,430.32,West Zone,Cash
A-00717,2023-10-22,Sunrich Cooking Oil 5L,Edible Oils,13,390.84,East Zone,UPI
A-00718,2024-03-02,GoldTea Green Tea 100g,Beverages,15,72.6,West Zone,Cash
A-00719,2023-04-13,CrunchTime Biscuits 200g,Snacks,13,891.92,West Zone,Credit
A-00720,2023-10-26,SoftCare Body Wash 250ml,Personal Care,37,735.54,North Zone,Credit
A-00721,2023-01-26,SoftCare Shampoo 200ml,Personal Care,9,607.59,South Zone,Cash
A-00722,2023-09-03,Sunrich Cooking Oil 5L,Edible Oils,8,729.52,North Zone,Card
A-00723,2024-01-11,GoldTea Green Tea 100g,Beverages,11,638.11,West Zone,UPI
A-00724,2024-03-17,FreshWash Detergent Powder 1kg,Home Care,1,153.54,South Zone,Card
A-00725,2023-04-05,Sunrich Cooking Oil 5L,Edible Oils,8,734.68,South Zone,Cash
A-00726,2023-11-22,Sunrich Cooking Oil 5L,Edible Oils,20,896.86,West Zone,Card
A-00727,2023-12-30,PureBite Rice 5kg,Staples,22,148.68,South Zone,UPI
A-00728,2023-07-09,Sunrich Cooking Oil 1L,Edible Oils,27,409.57,North Zone,UPI
A-00729,2024-06-13,PureBite Rice 5kg,Staples,29,711.68,West Zone,Card
A-00730,2023-10-28,CrunchTime Biscuits 200g,Snacks,25,507.88,West Zone,Cash
A-00731,2024-04-07,PureBite Rice 5kg,Staples,44,223.11,East Zone,UPI
A-00732,2023-08-28,GoldTea Green Tea 100g,Beverages,47,602.57,West Zone,UPI
A-00733,2024-01-05,GoldTea Premium 250g,Beverages,36,92.35,West Zone,Cash
A-00734,2023-08-23,PureBite Atta 5kg,Staples,20,731.79,East Zone,UPI
A-00735,2023-04-15,PureBite Rice 5kg,Staples,48,199.98,East Zone,Card
A-00736,2024-03-06,PureBite Rice 5kg,Staples,9,810.03,West Zone,UPI
A-00737,2023-12-27,PureBite Atta 5kg,Staples,12,653.0,East Zone,Cash
A-00738,2023-02-25,GoldTea Green Tea 100g,Beverages,3,772.44,West Zone,Credit
A-00739,2023-10-06,GoldTea Green Tea 100g,Beverages,33,142.63,West Zone,Credit
A-00740,2024-01-24,Sunrich Cooking Oil 1L,Edible Oils,26,375.45,North Zone,UPI
A-00741,2023-07-12,FreshWash Detergent Powder 1kg,Home Care,44,70.16,South Zone,Cash
A-00742,2023-09-04,FreshWash Dish Soap 500ml,Home Care,19,124.56,South Zone,Credit
A-00743,2023-11-30,GoldTea Green Tea 100g,Beverages,8,71.3,North Zone,Credit
A-00744,2023-01-16,GoldTea Premium 250g,Beverages,27,827.03,South Zone,Cash
A-00745,2023-09-04,PureBite Atta 5kg,Staples,28,249.47,West Zone,Cash
A-00746,2024-05-05,GoldTea Premium 250g,Beverages,18,443.67,West Zone,Cash
A-00747,2024-04-25,FreshWash Dish Soap 500ml,Home Care,39,577.45,West Zone,Card
A-00748,2024-03-26,GoldTea Premium 250g,Beverages,49,687.31,North Zone,UPI
A-00749,2023-04-04,Sunrich Cooking Oil 1L,Edible Oils,5,120.41,,UPI
A-00750,2023-12-23,SoftCare Body Wash 250ml,Personal Care,19,830.44,East Zone,Card
A-00751,2023-08-03,Sunrich Cooking Oil 5L,Edible Oils,24,289.61,South Zone,Credit
A-00752,2023-10-18,CrunchTime Chips 150g,Snacks,36,524.48,North Zone,UPI
A-00753,2023-12-03,CrunchTime Biscuits 200g,Snacks,42,321.71,North Zone,UPI
A-00754,2023-06-15,GoldTea Green Tea 100g,Beverages,15,385.74,South Zone,Credit
A-00755,2024-01-19,FreshWash Detergent Powder 1kg,Home Care,46,433.24,North Zone,Cash
A-00756,2023-02-13,GoldTea Green Tea 100g,Beverages,44,385.28,West Zone,Credit
A-00757,2023-07-10,Sunrich Cooking Oil 5L,Edible Oils,42,190.07,East Zone,Card
A-00758,2023-10-25,PureBite Atta 5kg,Staples,33,787.9,South Zone,Credit
A-00759,2023-07-25,GoldTea Premium 250g,Beverages,20,298.87,South Zone,Credit
A-00760,2024-05-20,FreshWash Detergent Powder 1kg,Home Care,49,773.36,West Zone,Card
A-00761,2023-02-03,Sunrich Cooking Oil 5L,Edible Oils,6,566.2,South Zone,UPI
A-00762,2023-08-24,CrunchTime Biscuits 200g,Snacks,2,53.55,West Zone,Cash
A-00763,2023-07-27,CrunchTime Biscuits 200g,Snacks,16,781.69,East Zone,UPI
A-00764,2023-01-24,GoldTea Green Tea 100g,Beverages,5,822.25,North Zone,Cash
A-00765,2023-03-31,GoldTea Premium 250g,Beverages,20,831.29,South Zone,Credit
A-00766,2023-10-21,CrunchTime Biscuits 200g,Snacks,1,737.2,South Zone,UPI
A-00767,2023-05-27,CrunchTime Biscuits 200g,Snacks,31,566.61,West Zone,Credit
A-00768,2024-06-06,FreshWash Dish Soap 500ml,Home Care,15,281.8,South Zone,Card
A-00769,2024-01-13,FreshWash Dish Soap 500ml,Home Care,7,226.85,West Zone,UPI
A-00770,2023-08-03,PureBite Rice 5kg,Staples,46,346.97,South Zone,UPI
A-00771,2023-06-07,SoftCare Shampoo 200ml,Personal Care,11,491.2,West Zone,Card
A-00772,2023-12-28,FreshWash Dish Soap 500ml,Home Care,42,661.33,North Zone,UPI
A-00773,2023-08-11,SoftCare Body Wash 250ml,Personal Care,19,364.12,East Zone,Credit
A-00774,2023-05-22,GoldTea Premium 250g,Beverages,17,722.08,South Zone,Card
A-00775,2024-03-23,PureBite Atta 5kg,Staples,28,741.05,West Zone,Card
A-00776,2023-11-22,FreshWash Detergent Powder 1kg,Home Care,33,811.31,South Zone,Credit
A-00777,2023-07-14,FreshWash Detergent Powder 1kg,Home Care,47,536.63,South Zone,Credit
A-00778,2023-04-12,PureBite Atta 5kg,Staples,33,458.08,North Zone,Card
A-00779,2024-03-21,PureBite Atta 5kg,Staples,37,127.65,South Zone,UPI
A-00780,2024-01-16,CrunchTime Chips 150g,Snacks,12,597.47,North Zone,Credit
A-00781,2023-09-16,FreshWash Detergent Powder 1kg,Home Care,45,304.03,North Zone,Cash
A-00782,2023-03-28,Sunrich Cooking Oil 1L,Edible Oils,13,253.63,East Zone,UPI
A-00783,2024-04-17,FreshWash Detergent Powder 1kg,Home Care,17,40.16,South Zone,UPI
A-00784,2023-01-09,SoftCare Shampoo 200ml,Personal Care,8,688.75,North Zone,UPI
A-00785,2023-08-19,SoftCare Body Wash 250ml,Personal Care,50,59.84,South Zone,UPI
A-00786,2024-02-06,SoftCare Shampoo 200ml,Personal Care,42,840.73,South Zone,UPI
A-00787,2024-03-23,CrunchTime Biscuits 200g,Snacks,48,419.0,West Zone,UPI
A-00788,2023-08-09,SoftCare Shampoo 200ml,Personal Care,14,608.39,West Zone,Card
A-00789,2024-03-17,Sunrich Cooking Oil 5L,Edible Oils,6,629.09,North Zone,Cash
A-00790,2023-05-15,FreshWash Detergent Powder 1kg,Home Care,13,444.19,East Zone,Credit
A-00791,2023-01-03,FreshWash Dish Soap 500ml,Home Care,10,592.65,East Zone,Cash
A-00792,2023-03-11,CrunchTime Biscuits 200g,Snacks,39,239.09,South Zone,Cash
A-00793,2023-06-16,GoldTea Premium 250g,Beverages,20,724.13,North Zone,Cash
A-00794,2024-01-13,GoldTea Premium 250g,Beverages,2,710.16,South Zone,Credit
A-00795,2023-11-04,Sunrich Cooking Oil 5L,Edible Oils,8,489.59,West Zone,Credit
A-00796,2023-11-26,FreshWash Dish Soap 500ml,Home Care,25,873.17,West Zone,Credit
A-00797,2024-04-04,GoldTea Premium 250g,Beverages,8,544.21,East Zone,Card
A-00798,2024-06-15,CrunchTime Chips 150g,Snacks,18,350.8,South Zone,Credit
A-00799,2024-03-02,FreshWash Dish Soap 500ml,Home Care,8,522.33,North Zone,Cash
A-00800,2023-03-06,GoldTea Premium 250g,Beverages,38,418.26,North Zone,Cash
A-00801,2024-04-29,Sunrich Cooking Oil 1L,Edible Oils,25,353.13,North Zone,Cash
A-00802,2023-07-19,PureBite Atta 5kg,Staples,6,740.99,North Zone,Card
A-00803,2023-11-17,SoftCare Body Wash 250ml,Personal Care,17,543.94,North Zone,Cash
A-00804,2023-04-25,GoldTea Premium 250g,Beverages,39,90.23,North Zone,Credit
A-00805,2024-05-23,CrunchTime Chips 150g,Snacks,47,781.8,East Zone,Card
A-00806,2023-10-09,SoftCare Body Wash 250ml,Personal Care,38,319.79,North Zone,Cash
A-00807,2024-06-04,FreshWash Dish Soap 500ml,Home Care,24,138.84,East Zone,UPI
A-00808,2023-09-04,CrunchTime Biscuits 200g,Snacks,18,551.78,West Zone,Credit
A-00809,2023-05-12,CrunchTime Chips 150g,Snacks,14,156.02,North Zone,Cash
A-00810,2023-07-18,GoldTea Green Tea 100g,Beverages,17,633.27,West Zone,Credit
A-00811,2023-07-08,GoldTea Premium 250g,Beverages,43,728.92,West Zone,Credit
A-00812,2023-07-20,SoftCare Shampoo 200ml,Personal Care,26,629.23,East Zone,UPI
A-00813,2023-05-25,CrunchTime Biscuits 200g,Snacks,26,201.61,East Zone,Credit
A-00814,2023-06-26,PureBite Atta 5kg,Staples,48,105.45,East Zone,UPI
A-00815,2023-07-08,GoldTea Green Tea 100g,Beverages,20,557.18,South Zone,Card
A-00816,2023-04-15,CrunchTime Biscuits 200g,Snacks,14,451.43,South Zone,Card
A-00817,2023-10-01,GoldTea Green Tea 100g,Beverages,19,300.26,South Zone,Credit
A-00818,2024-03-27,FreshWash Dish Soap 500ml,Home Care,25,441.05,West Zone,Cash
A-00819,2023-04-12,SoftCare Shampoo 200ml,Personal Care,17,246.83,West Zone,Credit
A-00820,2023-03-01,FreshWash Dish Soap 500ml,Home Care,29,286.59,East Zone,Cash
A-00821,2024-05-11,CrunchTime Chips 150g,Snacks,2,580.66,South Zone,Credit
A-00822,2023-07-15,GoldTea Premium 250g,Beverages,23,383.28,North Zone,UPI
A-00823,2023-02-18,GoldTea Premium 250g,Beverages,37,627.29,East Zone,Cash
A-00824,2023-10-08,PureBite Rice 5kg,Staples,42,263.78,West Zone,Credit
A-00825,2023-06-29,CrunchTime Chips 150g,Snacks,21,831.17,North Zone,Card
A-00826,2023-08-03,PureBite Rice 5kg,Staples,9,220.18,West Zone,UPI
A-00827,2023-02-17,PureBite Rice 5kg,Staples,29,454.56,South Zone,Cash
A-00828,2024-05-07,SoftCare Body Wash 250ml,Personal Care,2,55.34,West Zone,Cash
A-00829,2023-12-14,Sunrich Cooking Oil 1L,Edible Oils,38,393.35,East Zone,Credit
A-00830,2024-03-17,CrunchTime Biscuits 200g,Snacks,1,317.79,South Zone,Card
A-00831,2024-05-16,Sunrich Cooking Oil 5L,Edible Oils,4,773.78,West Zone,UPI
A-00832,2024-01-28,CrunchTime Chips 150g,Snacks,21,50.78,East Zone,Credit
A-00833,2024-05-18,CrunchTime Biscuits 200g,Snacks,34,362.99,North Zone,Credit
A-00834,2023-04-29,SoftCare Shampoo 200ml,Personal Care,33,554.43,West Zone,UPI
A-00835,2023-01-03,PureBite Atta 5kg,Staples,39,277.84,West Zone,Card
A-00836,2023-02-23,Sunrich Cooking Oil 5L,Edible Oils,19,580.64,East Zone,UPI
A-00837,2023-01-30,CrunchTime Chips 150g,Snacks,26,825.62,West Zone,Credit
A-00838,2024-05-04,CrunchTime Chips 150g,Snacks,10,576.04,East Zone,Cash
A-00839,2023-03-03,Sunrich Cooking Oil 1L,Edible Oils,10,315.53,South Zone,Cash
A-00840,2023-08-20,GoldTea Premium 250g,Beverages,16,670.16,East Zone,Card
A-00841,2024-01-30,Sunrich Cooking Oil 5L,Edible Oils,16,417.84,East Zone,Card
A-00842,2024-01-15,CrunchTime Biscuits 200g,Snacks,50,288.45,North Zone,UPI
A-00843,2023-01-01,Sunrich Cooking Oil 5L,Edible Oils,11,760.96,West Zone,Cash
A-00844,2023-02-11,SoftCare Shampoo 200ml,Personal Care,9,840.33,North Zone,Credit
A-00845,2023-06-07,Sunrich Cooking Oil 5L,Edible Oils,14,803.08,East Zone,Card
A-00846,2023-07-06,GoldTea Premium 250g,Beverages,7,812.57,West Zone,UPI
A-00847,2024-02-07,FreshWash Detergent Powder 1kg,Home Care,21,647.32,South Zone,Credit
A-00848,2024-01-16,CrunchTime Biscuits 200g,Snacks,12,156.39,South Zone,Card
A-00849,2023-01-07,Sunrich Cooking Oil 5L,Edible Oils,13,709.43,East Zone,UPI
A-00850,2023-06-13,PureBite Atta 5kg,Staples,30,733.49,West Zone,Cash
A-00851,2023-01-07,FreshWash Detergent Powder 1kg,Home Care,11,218.34,North Zone,Credit
A-00852,2024-02-24,PureBite Atta 5kg,Staples,4,791.28,West Zone,Cash
A-00853,2023-12-22,FreshWash Dish Soap 500ml,Home Care,38,718.27,West Zone,UPI
A-00854,2023-10-16,SoftCare Shampoo 200ml,Personal Care,5,291.93,East Zone,Cash
A-00855,2024-05-07,GoldTea Premium 250g,Beverages,13,783.06,East Zone,Credit
A-00856,2024-03-30,Sunrich Cooking Oil 5L,Edible Oils,29,93.88,West Zone,UPI
A-00857,2023-06-10,FreshWash Dish Soap 500ml,Home Care,33,642.79,West Zone,Card
A-00858,2023-05-07,SoftCare Shampoo 200ml,Personal Care,22,363.45,North Zone,Credit
A-00859,2024-04-01,CrunchTime Biscuits 200g,Snacks,9,287.48,West Zone,UPI
A-00860,2023-05-23,CrunchTime Chips 150g,Snacks,31,566.38,South Zone,UPI
A-00861,2023-01-26,SoftCare Shampoo 200ml,Personal Care,46,892.17,East Zone,Credit
A-00862,2024-04-24,FreshWash Dish Soap 500ml,Home Care,28,687.16,West Zone,Card
A-00863,2023-08-15,Sunrich Cooking Oil 5L,Edible Oils,6,587.77,East Zone,Credit
A-00864,2024-03-19,PureBite Atta 5kg,Staples,44,852.82,East Zone,Credit
A-00865,2024-04-02,CrunchTime Biscuits 200g,Snacks,8,541.57,West Zone,UPI
A-00866,2024-03-12,FreshWash Dish Soap 500ml,Home Care,41,548.24,East Zone,UPI
A-00867,2024-05-26,PureBite Rice 5kg,Staples,29,71.97,South Zone,Cash
A-00868,2023-08-31,GoldTea Premium 250g,Beverages,6,804.73,West Zone,UPI
A-00869,2023-03-09,CrunchTime Biscuits 200g,Snacks,5,76.6,South Zone,Card
A-00870,2023-03-10,CrunchTime Biscuits 200g,Snacks,48,299.67,South Zone,UPI
A-00871,2023-02-05,Sunrich Cooking Oil 1L,Edible Oils,6,458.9,West Zone,UPI
A-00872,2023-06-13,GoldTea Premium 250g,Beverages,12,442.25,West Zone,UPI
A-00873,2023-03-08,PureBite Rice 5kg,Staples,42,738.1,South Zone,UPI
A-00874,2023-04-13,CrunchTime Biscuits 200g,Snacks,16,589.31,East Zone,Credit
A-00875,2024-03-17,Sunrich Cooking Oil 1L,Edible Oils,1,422.39,East Zone,UPI
A-00876,2023-12-25,FreshWash Dish Soap 500ml,Home Care,20,219.26,West Zone,UPI
A-00877,2023-01-11,SoftCare Shampoo 200ml,Personal Care,6,888.41,North Zone,Credit
A-00878,2023-08-03,SoftCare Body Wash 250ml,Personal Care,14,414.34,West Zone,Cash
A-00879,2023-09-23,GoldTea Green Tea 100g,Beverages,31,708.62,East Zone,Card
A-00880,2023-07-30,PureBite Rice 5kg,Staples,40,615.24,East Zone,Credit
A-00881,2023-01-23,FreshWash Dish Soap 500ml,Home Care,20,382.42,North Zone,UPI
A-00882,2023-10-20,CrunchTime Chips 150g,Snacks,10,188.74,North Zone,UPI
A-00883,2024-06-11,Sunrich Cooking Oil 5L,Edible Oils,20,256.49,West Zone,UPI
A-00884,2023-12-18,GoldTea Premium 250g,Beverages,49,684.91,East Zone,Cash
A-00885,2023-12-17,FreshWash Dish Soap 500ml,Home Care,28,266.15,North Zone,UPI
A-00886,2023-04-30,GoldTea Premium 250g,Beverages,9,222.41,East Zone,UPI
A-00887,2024-04-01,GoldTea Premium 250g,Beverages,6,537.36,West Zone,UPI
A-00888,2023-09-26,PureBite Rice 5kg,Staples,3,335.43,South Zone,Credit
A-00889,2023-04-11,FreshWash Dish Soap 500ml,Home Care,17,563.17,South Zone,Card
A-00890,2024-05-21,PureBite Rice 5kg,Staples,34,244.85,East Zone,Credit
A-00891,2024-06-14,PureBite Atta 5kg,Staples,41,238.34,West Zone,Card
A-00892,2024-05-12,Sunrich Cooking Oil 5L,Edible Oils,18,340.37,South Zone,Card
A-00893,2024-01-21,CrunchTime Biscuits 200g,Snacks,40,167.8,South Zone,UPI
A-00894,2023-12-13,SoftCare Body Wash 250ml,Personal Care,6,841.66,West Zone,Card
A-00895,2024-05-29,SoftCare Body Wash 250ml,Personal Care,32,212.25,North Zone,Credit
A-00896,2023-06-03,CrunchTime Chips 150g,Snacks,49,125.98,North Zone,Card
A-00897,2024-02-25,GoldTea Green Tea 100g,Beverages,24,628.81,North Zone,Cash
A-00898,2023-12-17,SoftCare Body Wash 250ml,Personal Care,31,272.35,East Zone,Cash
A-00899,2024-03-11,FreshWash Dish Soap 500ml,Home Care,23,622.48,South Zone,Cash
A-00900,2023-05-10,PureBite Rice 5kg,Staples,47,77.7,North Zone,Credit
A-00901,2024-02-25,GoldTea Premium 250g,Beverages,18,827.82,East Zone,Cash
A-00902,2023-09-06,FreshWash Dish Soap 500ml,Home Care,48,781.67,South Zone,Cash
